question,context,response
Sony Bravia XR OLED TV ko features ke ho?,"Sony Bravia XR OLED TV ek premium smart TV ho. Yesko price 300000 ho. Yesma Cognitive Processor XR, 4K resolution, HDR10, Dolby Atmos sound, ra Google TV support cha.","Sony Bravia XR OLED TV ko features ho: Cognitive Processor XR, 4K resolution, HDR10, Dolby Atmos sound, ra Google TV support."
Huawei FreeBuds Pro 2 ko price kati ho?,"Huawei FreeBuds Pro 2 ek high-quality wireless earbuds ho. Isko price 20000 ho. Yesma dual dynamic drivers, active noise cancellation, ra 30 ghanta battery life cha.","Huawei FreeBuds Pro 2 ko price 20000 ho. Yesma dual dynamic drivers, active noise cancellation, ra 30 ghanta battery life cha."
Lenovo Legion 5 Pro gaming laptop ko barema jankari dinu?,"Lenovo Legion 5 Pro ek powerful gaming laptop ho. Yesko price 175000 ho. Yesma AMD Ryzen 7 processor, NVIDIA RTX 3060 graphics, 16 GB RAM, 512 GB SSD, ra 16-inch QHD display cha.","Lenovo Legion 5 Pro ko price 175000 ho. Yesma AMD Ryzen 7 processor, NVIDIA RTX 3060 graphics, 16 GB RAM, 512 GB SSD, ra 16-inch QHD display cha."
Samsung Galaxy Watch 5 ko price kati ho?,"Samsung Galaxy Watch 5 ek premium smartwatch ho. Yesko price 30000 ho. Yesma AMOLED display, advanced health monitoring, GPS, ra 3 din battery life cha.","Samsung Galaxy Watch 5 ko price 30000 ho. Yesma AMOLED display, advanced health monitoring, GPS, ra 3 din battery life cha."
Canon PIXMA G3010 printer ko features ke ho?,"Canon PIXMA G3010 ek all-in-one ink tank printer ho. Yesko price 25000 ho. Yesma wireless printing, high page yield, ra compact design cha.","Canon PIXMA G3010 ko features ho: wireless printing, high page yield, ra compact design."
Amazon Fire HD 10 tablet ko barema jankari dinu?,"Amazon Fire HD 10 ek affordable tablet ho. Isko price 25000 ho. Yesma 10.1-inch Full HD display, 32 GB storage, ra Alexa integration cha.","Amazon Fire HD 10 ko price 25000 ho. Yesma 10.1-inch Full HD display, 32 GB storage, ra Alexa integration cha."
Asus TUF Gaming A15 ko price kati ho?,"Asus TUF Gaming A15 ek durable gaming laptop ho. Yesko price 135000 ho. Yesma AMD Ryzen 5 processor, NVIDIA GTX 1650 graphics, 8 GB RAM, ra 512 GB SSD cha.","Asus TUF Gaming A15 ko price 135000 ho. Yesma AMD Ryzen 5 processor, NVIDIA GTX 1650 graphics, 8 GB RAM, ra 512 GB SSD cha."
DJI Mini 3 Pro drone ko barema jankari dinu?,"DJI Mini 3 Pro ek lightweight drone ho. Isko price 125000 ho. Yesma 4K HDR video, 48 MP camera, obstacle avoidance, ra 34 minutes flight time cha.","DJI Mini 3 Pro ko price 125000 ho. Yesma 4K HDR video, 48 MP camera, obstacle avoidance, ra 34 minutes flight time cha."
OnePlus Nord Buds 2 ko price kati ho?,"OnePlus Nord Buds 2 ek affordable wireless earbuds ho. Yesko price 5000 ho. Yesma 12.4 mm drivers, fast charging, ra IP55 water resistance cha.","OnePlus Nord Buds 2 ko price 5000 ho. Yesma 12.4 mm drivers, fast charging, ra IP55 water resistance cha."
Samsung T7 Shield SSD ko features ke ho?,"Samsung T7 Shield ek rugged external SSD ho. Yesko price 25000 ho. Yesma 1 TB storage, USB 3.2 Gen 2 connectivity, ra shock-resistant design cha.","Samsung T7 Shield ko features ho: 1 TB storage, USB 3.2 Gen 2 connectivity, ra shock-resistant design."
Fitbit Charge 5 fitness band ko barema jankari dinu?,"Fitbit Charge 5 ek advanced fitness tracker ho. Isko price 15000 ho. Yesma AMOLED display, heart rate tracking, stress management tools, ra 7 din battery life cha.","Fitbit Charge 5 ko price 15000 ho. Yesma AMOLED display, heart rate tracking, stress management tools, ra 7 din battery life cha."
Apple AirTag ko price kati ho?,"Apple AirTag ek tracking device ho. Yesko price 4000 ho. Yesma precision tracking, Find My app compatibility, ra water-resistant design cha.","Apple AirTag ko price 4000 ho. Yesma precision tracking, Find My app compatibility, ra water-resistant design cha."
LG Dual Inverter AC ko features ke ho?,"LG Dual Inverter AC ek energy-efficient air conditioner ho. Yesko price 75000 ho. Yesma dual inverter compressor, 1.5 ton capacity, ra low noise operation cha.","LG Dual Inverter AC ko features ho: dual inverter compressor, 1.5 ton capacity, ra low noise operation."
Nikon Z6 II camera ko barema jankari dinu?,"Nikon Z6 II ek full-frame mirrorless camera ho. Isko price 200000 ho. Yesma 24.5 MP sensor, 4K video recording, dual card slots, ra 14 fps continuous shooting cha.","Nikon Z6 II ko price 200000 ho. Yesma 24.5 MP sensor, 4K video recording, dual card slots, ra 14 fps continuous shooting cha."
MSI GeForce RTX 3060 graphics card ko price kati ho?,"MSI GeForce RTX 3060 ek mid-range gaming graphics card ho. Yesko price 65000 ho. Yesma ray tracing, 12 GB GDDR6 VRAM, ra DLSS support cha.","MSI GeForce RTX 3060 ko price 65000 ho. Yesma ray tracing, 12 GB GDDR6 VRAM, ra DLSS support cha."
Dyson V15 Detect vacuum cleaner ko price kati ho?,"Dyson V15 Detect ek high-performance cordless vacuum cleaner ho. Yesko price 120000 ho. Yesma laser dust detection, HEPA filtration system, ra 60 minutes run time cha.","Dyson V15 Detect ko price 120000 ho. Yesma laser dust detection, HEPA filtration system, ra 60 minutes run time cha."
Asus ROG Phone 7 Ultimate smartphone ko features ke ho?,"Asus ROG Phone 7 Ultimate ek gaming-focused smartphone ho. Yesko price 150000 ho. Yesma Snapdragon 8 Gen 2 processor, 16 GB RAM, 165 Hz AMOLED display, ra 6000 mAh battery cha.","Asus ROG Phone 7 Ultimate ko price 150000 ho. Yesma Snapdragon 8 Gen 2 processor, 16 GB RAM, 165 Hz AMOLED display, ra 6000 mAh battery cha."
Sony Alpha A7 IV camera ko barema jankari dinu?,"Sony Alpha A7 IV ek hybrid full-frame mirrorless camera ho. Isko price 280000 ho. Yesma 33 MP sensor, 4K 60fps video recording, real-time eye autofocus, ra dual SD card slots cha.","Sony Alpha A7 IV ko price 280000 ho. Yesma 33 MP sensor, 4K 60fps video recording, real-time eye autofocus, ra dual SD card slots cha."
BenQ EX3501R ultrawide monitor ko price kati ho?,"BenQ EX3501R ek ultrawide curved monitor ho. Yesko price 85000 ho. Yesma 35-inch QHD resolution, HDR10 support, ra USB-C connectivity cha.","BenQ EX3501R ko price 85000 ho. Yesma 35-inch QHD resolution, HDR10 support, ra USB-C connectivity cha."
JBL Charge 5 speaker ko features ke ho?,"JBL Charge 5 ek portable Bluetooth speaker ho. Yesko price 18000 ho. Yesma waterproof design, 20 ghanta battery life, ra built-in power bank feature cha.","JBL Charge 5 ko features ho: waterproof design, 20 ghanta battery life, ra built-in power bank feature."
Anker PowerCore 20000 power bank ko price kati ho?,"Anker PowerCore 20000 ek high-capacity power bank ho. Yesko price 5000 ho. Yesma 20,000 mAh capacity, fast charging support, ra dual USB ports cha.","Anker PowerCore 20000 ko price 5000 ho. Yesma 20,000 mAh capacity, fast charging support, ra dual USB ports cha."
HP Spectre x360 convertible laptop ko barema jankari dinu?,"HP Spectre x360 ek premium convertible laptop ho. Isko price 185000 ho. Yesma Intel i7 processor, 16 GB RAM, 1 TB SSD, 13.5-inch 3K2K OLED touchscreen, ra 360-degree hinge cha.","HP Spectre x360 ko price 185000 ho. Yesma Intel i7 processor, 16 GB RAM, 1 TB SSD, 13.5-inch 3K2K OLED touchscreen, ra 360-degree hinge cha."
Philips Hue White and Color Ambiance smart bulbs available cha?,"Philips Hue White and Color Ambiance ek smart lighting solution ho. Yesko price 8000 ho. Yesma 16 million color options, voice control, ra app compatibility cha. Hami sanga yo bulb stock ma available cha.","Philips Hue White and Color Ambiance smart bulbs stock ma available cha. Yesko price 8000 ho. Yesma 16 million color options, voice control, ra app compatibility cha."
Razer Kraken V3 X gaming headset ko price kati ho?,"Razer Kraken V3 X ek entry-level gaming headset ho. Yesko price 8000 ho. Yesma 7.1 surround sound, lightweight design, ra comfortable ear cushions cha.","Razer Kraken V3 X ko price 8000 ho. Yesma 7.1 surround sound, lightweight design, ra comfortable ear cushions cha."
LG Gram 17 laptop ko features ke ho?,"LG Gram 17 ek lightweight productivity laptop ho. Yesko price 160000 ho. Yesma Intel i7 processor, 16 GB RAM, 1 TB SSD, ra 17-inch WQXGA display cha.","LG Gram 17 ko features ho: Intel i7 processor, 16 GB RAM, 1 TB SSD, ra 17-inch WQXGA display."
Microsoft Surface Pro 9 ko barema jankari dinu?,"Microsoft Surface Pro 9 ek 2-in-1 laptop ho. Isko price 130000 ho. Yesma Intel i5 processor, 8 GB RAM, 256 GB SSD, ra 13-inch PixelSense touchscreen cha.","Microsoft Surface Pro 9 ko price 130000 ho. Yesma Intel i5 processor, 8 GB RAM, 256 GB SSD, ra 13-inch PixelSense touchscreen cha."
Corsair K70 RGB MK.2 gaming keyboard ko price kati ho?,"Corsair K70 RGB MK.2 ek high-quality mechanical gaming keyboard ho. Yesko price 15000 ho. Yesma Cherry MX switches, customizable RGB lighting, ra durable aluminum frame cha.","Corsair K70 RGB MK.2 ko price 15000 ho. Yesma Cherry MX switches, customizable RGB lighting, ra durable aluminum frame cha."
Amazon Kindle Paperwhite ko features ke ho?,"Amazon Kindle Paperwhite ek e-reader ho. Yesko price 15000 ho. Yesma 6.8-inch glare-free display, adjustable warm light, ra waterproof design cha.","Amazon Kindle Paperwhite ko features ho: 6.8-inch glare-free display, adjustable warm light, ra waterproof design."
Samsung Q60B QLED TV ko barema jankari dinu?,"Samsung Q60B ek mid-range QLED TV ho. Isko price 125000 ho. Yesma 4K UHD resolution, Quantum Dot technology, HDR10+, ra dual LED backlighting cha.","Samsung Q60B QLED TV ko price 125000 ho. Yesma 4K UHD resolution, Quantum Dot technology, HDR10+, ra dual LED backlighting cha."
HyperX Pulsefire Haste gaming mouse ko price kati ho?,"HyperX Pulsefire Haste ek lightweight gaming mouse ho. Yesko price 4000 ho. Yesma honeycomb shell design, 60g weight, ra Pixart 3335 sensor cha.","HyperX Pulsefire Haste ko price 4000 ho. Yesma honeycomb shell design, 60g weight, ra Pixart 3335 sensor cha."
HP Pavilion Laptop ma k k features cha?,"Product: HP Pavilion Laptop, Price: Rs. 79,999, Features: Intel i5, 8GB RAM, 512GB SSD.","HP Pavilion Laptop ma Intel i5, 8GB RAM, ani 512GB SSD features cha."
Nike Running Shoes size k k available cha?,"Product: Nike Running Shoes, Price: Rs. 12,999, Features: Lightweight, Size: 7-11.",Nike Running Shoes ko size 7 dekhi 11 samma available cha.
Sony WH-1000XM4 ko battery life kati ho?,"Product: Sony WH-1000XM4, Price: Rs. 39,999, Features: Noise Cancelling, Bluetooth, 30hrs Battery Life.",Sony WH-1000XM4 ko battery life 30 ghanta ho.
Apple iPhone 14 kun color ma available cha?,"Product: Apple iPhone 14, Price: Rs. 1,39,999, Features: 128GB, 5G, Midnight Color.",Apple iPhone 14 Midnight color ma available cha.
LG Smart TV ko resolution k ho?,"Product: LG Smart TV, Price: Rs. 59,999, Features: 43 Inch, 4K, WebOS.",LG Smart TV ko resolution 4K ho.
JBL Flip 5 waterproof ho?,"Product: JBL Flip 5, Price: Rs. 12,499, Features: Waterproof, Bluetooth, 12hrs Battery.",JBL Flip 5 waterproof ho.
Dell Inspiron Laptop ko RAM kati ho?,"Product: Dell Inspiron Laptop, Price: Rs. 92,000, Features: Intel i7, 16GB RAM, 1TB SSD.",Dell Inspiron Laptop ma 16GB RAM cha.
Adidas Sports T-Shirt kun sizes ma cha?,"Product: Adidas Sports T-Shirt, Price: Rs. 2,499, Features: Dry-Fit, Sizes: S, M, L, XL.","Adidas Sports T-Shirt S, M, L, XL sizes ma cha."
Canon EOS 200D ko megapixel kati ho?,"Product: Canon EOS 200D Camera, Price: Rs. 62,999, Features: 24.1MP, DSLR, WiFi.",Canon EOS 200D ko megapixel 24.1MP ho.
Redmi Note 12 5G support garcha?,"Product: Redmi Note 12, Price: Rs. 23,499, Features: 6GB RAM, 128GB Storage, 5G.","Ho, Redmi Note 12 5G support garcha."
Samsung Refrigerator ko capacity kati ho?,"Product: Samsung Refrigerator, Price: Rs. 45,999, Features: 253L, Double Door, Inverter.",Samsung Refrigerator ko capacity 253L ho.
Mi Band 7 ko battery life kati din ko ho?,"Product: Mi Band 7, Price: Rs. 5,999, Features: AMOLED Display, SpO2, 14 Days Battery.",Mi Band 7 ko battery life 14 din ho.
Bose SoundLink Speaker portable ho?,"Product: Bose SoundLink Speaker, Price: Rs. 21,499, Features: Bluetooth, 360° Sound, Portable.","Ho, Bose SoundLink Speaker portable ho."
Puma Running Shoes ko price kati ho?,"Product: Puma Running Shoes, Price: Rs. 9,999, Features: Lightweight, Sizes: 6-12.","Puma Running Shoes ko price Rs. 9,999 ho."
Whirlpool Washing Machine fully automatic ho?,"Product: Whirlpool Washing Machine, Price: Rs. 28,999, Features: 7kg, Fully Automatic.","Ho, Whirlpool Washing Machine fully automatic ho."
Lenovo Tab M10 ma WiFi support cha?,"Product: Lenovo Tab M10, Price: Rs. 19,999, Features: 10.1 Inch, 32GB, WiFi.","Ho, Lenovo Tab M10 ma WiFi support cha."
Titan Smartwatch ma GPS feature cha?,"Product: Titan Smartwatch, Price: Rs. 12,999, Features: Heart Rate Monitor, GPS, AMOLED Display.","Ho, Titan Smartwatch ma GPS feature cha."
OnePlus Nord 2 5G support garcha?,"Product: OnePlus Nord 2, Price: Rs. 54,999, Features: 8GB RAM, 128GB Storage, 5G.","Ho, OnePlus Nord 2 5G support garcha."
Sony PS5 ko price kati ho?,"Product: Sony PS5, Price: Rs. 82,499, Features: 825GB SSD, 4K Gaming.","Sony PS5 ko price Rs. 82,499 ho."
Philips Air Fryer ko capacity kati ho?,"Product: Philips Air Fryer, Price: Rs. 17,499, Features: 4L Capacity, Rapid Air Technology.",Philips Air Fryer ko capacity 4L ho.
Samsung Galaxy Tab S7 ma S Pen aaucha?,"Product: Samsung Galaxy Tab S7, Price: Rs. 69,999, Features: 11 Inch, 128GB, S Pen.","Ho, Samsung Galaxy Tab S7 ma S Pen aaucha."
Vivo V27 ma RAM kati ho?,"Product: Vivo V27, Price: Rs. 45,999, Features: 8GB RAM, 128GB Storage, Color Changing Design.",Vivo V27 ma 8GB RAM cha.
Logitech MX Master 3 wireless ho?,"Product: Logitech MX Master 3 Mouse, Price: Rs. 12,499, Features: Wireless, Ergonomic, USB-C.","Ho, Logitech MX Master 3 wireless ho."
k baata pay garne? kun kun payment method xa? esewa accept garnu hunxa? COD xa?,"Hami esewa, khalti ra kunei pani mobile banking accept garxau. Cash on delivery pani available xa.","Tapai esewa, khalti wa kunei pani mobile bank baata pay garna saknu hunxa sathai Cash on Delivery pani accept xa."
mobile banking le pay garna milcha? card le garna milcha?,"Hami sabai mobile banking service accept garxau, aba card baata pani pay garna milcha.",Tapai afno mobile banking wa debit/credit card bata pay garna saknu hunxa.
cash on delivery available xa?,Hamro Cash on Delivery service sabai thau ma available chhaina tara jahan available chha tyo check garna saknuhos.,Tapai afno address ma Cash on Delivery available chha ki nai check garna saknu hunxa hamro website ko delivery options ma.
esewa chhodera aru method xa?,"Eswa ko sath-sathai khalti, mobile banking ra debit/credit card pani accept garxau.","Tapai khalti, mobile banking wa debit/credit card baata pani payment garna saknu hunxa."
khalti le payment garna milcha?,"Hami khalti accept garxau aba esewa, card ra mobile banking pani support garxau.",Tapai khalti bata sajilo tarikale payment garna saknu hunxa.
COD option xa ki nai?,Cash on Delivery option thikai thau ma available chha. Sabai product ma huda chhaina.,Tapai le COD option available chha ki nai confirm garna website ma product details check garnu parcha.
kun kun digital wallet chha?,"Hami esewa, khalti, ra aru major digital wallet accept garxau.","Tapai esewa, khalti ra aru major digital wallet baata payment garna saknu hunxa."
international card le payment garna milcha?,Hamro system le international debit/credit card pani support garxau.,Tapai le Visa ya MasterCard jasto international card baata payment garna saknu hunxa.
aba bank transfer accept garxau?,Hamro payment options ma aba bank transfer add bhako chha.,Tapai le bank transfer garera pani payment process garna saknu hunxa.
payment garna problem bhayo vane k garne?,Hamro customer support team le payment problem solve garna madad garxau.,Tapai le hamro customer support ma contact garna saknu hunxa for payment-related issues.
k baata pay garne?,"Hami esewa, khalti ra kunei pani mobile banking accept garxau. Cash on delivery pani available xa.","Tapai esewa, khalti wa mobile banking bata pay garna saknu hunxa. Cash on delivery pani available chha."
kun kun payment method xa?,"Hami esewa, khalti, mobile banking, ra card payment accept garxau.","Tapai le esewa, khalti, mobile banking, ya card ko maddat le payment garna saknu hunxa."
esewa accept garnu hunxa?,Hami esewa accept garxau ra aru payment options pani provide garxau.,Tapai le esewa bata sajilo tarikale payment garna saknu hunxa.
COD xa?,Hami Cash on Delivery option provide garxau sabai product ko lagi available chhaina.,Tapai ko location ma COD available chha ki nai check garna hamro website ko delivery options hernuhos.
khalti le pay garna milcha?,"Hami khalti le payment accept garxau sathai esewa, card, ra mobile banking pani support garxau.",Tapai khalti bata sajilo tarikale payment garna saknu hunxa.
mobile banking le pay garna milcha?,Hami sabai mobile banking options accept garxau.,Tapai le afno mobile banking bata payment garna saknu hunxa.
card le payment garna milcha?,Hami debit ra credit card le payment accept garxau.,Tapai le debit ya credit card bata payment garna saknu hunxa.
international card le payment garna milcha?,Hamro payment system le international card ko support garxau.,Tapai Visa ya MasterCard jasto international card bata payment garna saknu hunxa.
bank transfer le pay garna milcha?,Hamro system le bank transfer accept garxau.,Tapai le bank transfer bata payment garna saknu hunxa.
COD option available chha ki nai?,Hamro COD option sabai product ko lagi available chhaina.,Tapai le afno location ma COD available chha ki nai confirm garna website ma product details check garna saknu hunxa.
