category,system,instruction,context,question,response
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,"The college reunion was filled with laughter and memories as old friends caught up after years of being apart. They spent hours talking about their past, sharing stories about their current lives, and promising to meet again soon.","College ko punarmilan hasta ra samjhanale bharieko thiyo, purana saathi haru barsha haru pachhi bhetera khushi thiye. Uniharu le ghanta haru bitayera aphna purana kura katha gardai, aphno vartaman jeewan ko katha share gardai ra chadai bhetnu bacha garda thiye."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,"The farmer's market was bustling with activity as vendors sold fresh fruits, vegetables, and homemade goods. Families walked through the stalls, sampling food and chatting with the friendly sellers while enjoying the vibrant atmosphere.","Kisan bajar chalchaldo thiyo jaba dokandar haru taja falful, tarkari ra ghar ko banaune saman bechda thiye. Parivaar haru stall ma hidera khana ko namuna khandai ra mitra dokandar haru sanga kura gardai ramailo mahol ko maja le raheko thiye."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,"The small bookstore in the city was a quiet haven for book lovers. People browsed through shelves filled with novels, history books, and magazines, taking their time to select the perfect read before settling into a comfortable chair with a cup of coffee.","Sahar ko sano kitab pasal kitab premiharuko shaant thau thiyo. Manche haru upanyas, itihas kitab ra patrika haru le bharieko shelf ma herna, afno samaya linera kitab chhanne ra ek naram kursi ma coffee ko kap liye basera padhna thale."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,"The evening was spent on the beach, watching the waves crash against the shore while the children built sandcastles and adults relaxed on mats, enjoying the cool sea breeze.","Shaajh ko samaya samundra ko kinara ma bitayo, jaba tarang kinara ma thaadiyo ra bachha haru baluwa ko mahal banai ra thiyo, ra bada haru maath mathi basi samundra ko chiso havo ko aanand liera aram gardai thiye."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,"The large shopping mall was crowded with people doing their weekend shopping. Families strolled through the brightly lit stores, children excitedly pointing at toys, and friends chatting over coffee in the food court.","Thulo shopping mall haptanta ko kinmel garne manche haru le bharieko thiyo. Parivaar haru chamkile dukan haru ma hidirahe, bachha haru khilona dekhera khushi hunda ra saathi haru food court ma coffee piudai kura gardai thiye."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,"The family gathered in the living room after dinner to watch a movie together. They laughed at the funny scenes, shared a bowl of popcorn, and enjoyed spending time with each other.","Parivaar dinner pachi living room ma jamma bhaera saath ma movie herna basyo. Uniharu ramailo scene ma haasthyo, ek bowl popcorn share garda ra ek arka sanga samaya bitayera khushi thiye."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,"The busy airport was filled with travelers hurrying to their gates, families saying goodbye, and announcements echoing through the large halls.","Bheer bhaireko airport yatri haru afno gate tira hidiraheko, parivaar le bida gardai ra thulo hall ma announcement ko awaj gunjiraheko thiyo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,The classroom was filled with excitement as the teacher announced a surprise quiz. Some students were confident while others quickly flipped through their notes to revise.,Classroom utsukta le bharieko thiyo jaba teacher le surprise quiz ko ghosana garna bho. Kehi bidyarthi biswasit thiye ra aru afna note herera revise garna thale.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,"The long train journey passed by quickly as the passengers chatted, read books, and watched the beautiful landscapes through the windows.","Lamo rail yatra chito bitiyo jaba yatri haru kura garna, kitab padhna ra jhyal bata ramro drishya herna byasta thiye."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,The small family-run restaurant was known for its delicious home-cooked meals. Customers enjoyed the cozy atmosphere while savoring the freshly prepared food served with care.,Sano parivaar dwara chalne restaurant mitho ghar jasto khana ko lagi prasiddha thiyo. Grahak haru naramro mahol ma basera maya le diyeko taja baneko khana ko maja linthyo.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,"The beach was lively with families playing in the sand, surfers riding the waves, and vendors selling snacks and cold drinks along the shore.","Samundra ko kinara jeevit thiyo jaha parivaar baluwa ma kheliraheka thiye, surfers tarang ma riding gardai ra dokandar kinara ma khaja ra thanda drinks bechdai thiye."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,"The library was a quiet space where students studied in silence, researchers typed on their laptops, and others browsed through shelves looking for books to borrow.","Pustakalaya ek shaant thau thiyo jaha bidyarthi haru chupchap padhdai thiye, researchers laptop ma type gardai ra aru manche haru kitab khojera heriraheka thiye."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,"The wedding celebration was full of music, dancing, and laughter as friends and family came together to celebrate the happy couple.","Biha ko utsav geet, nach ra hansi le bharieko thiyo jaba saathi ra parivaar milaera naya jodi ko khushi manaauda jamma bhae."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,"The local community center hosted a weekend workshop where people learned new skills like painting, cooking, and gardening, creating a friendly and supportive environment.","Sthaniya samuday kendra le haptanta workshop ayojana garyo jaha manche haru painting, cooking ra gardening jasto naya skills sikdai mitra ra sahayogi mahol banaye."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,The beautiful view from the top of the mountain took my breath away as the sun set over the horizon.,Pahad ko chuchuro bata sundar drishya le mero sans liyo jab surya aakash ko kinara ma dubiyo.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,The sound of raindrops falling on the roof was calming and made me feel at peace.,Chhat ma pareko pani ka boond haru ko awaj shaanti diyeko thiyo ra ma shital mahsoos gariraheko thiye.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,"Walking through the forest in the early morning, I felt the cool breeze and heard the chirping of birds.",Bihana ko suruwat ma jungle ma hidda maile thado havo mahsoos gare ra chara haru ko chahachahahat sune.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,The bustling marketplace was filled with the aroma of spices and the chatter of enthusiastic shoppers.,Bhetra bhariko bajar ma masala ko sugandha ra kharidari garnai utsahi manche haruko guff sunna milthyo.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,"The serene lake reflected the clear blue sky, surrounded by lush green trees and blooming flowers.","Shital tal le nillo akash ko pratinidhi gareko thiyo, harabhara rukh ra ful haru le ghera pareko thiyo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali language.
",,"As I walked through the busy streets of the city, I could hear the sounds of honking cars, street vendors shouting to sell their goods, and people chatting about their daily lives.","Jaba ma shaharko byasta galli haru ma hidiraheko thiye, maile gaadi haruko horn bajirako awaj, bato ma samana bechna ko lagi chilaaudai gareka dokandar haru, ra manche haru uniharu ko dainik jivan bare guff gardai sunna sake."
