category,context,question,response
RAG,Hamro system esewa ko payment support garxau.,esewa ma balance xa bhane payment huncha?,Tapai esewa ma balance xa bhane payment garna saknu hunxa.
RAG,Hamro platform khalti wallet accept garxau.,wallet ko lagi khalti use garna milcha?,Tapai khalti wallet le payment garna saknu hunxa.
RAG,Hamro COD system ma cash payment ko lagi support chha.,COD option confirm xa bhane cash le payment garna milcha?,Tapai COD confirm xa bhane cash le payment garna saknu hunxa.
RAG,Hamro system online payment ko lagi esewa support garxau.,online payment ma esewa ko support chha?,Tapai online payment ma esewa use garna saknu hunxa.
RAG,Hamro payment system esewa le payment support garxau.,esewa ko maddat le pay garna milcha?,Tapai esewa ko maddat le sajilo tarikale pay garna saknu hunxa.
RAG,Hamro COD service location-wise available huncha.,COD confirm garna kasari garne?,Tapai le afno delivery address check gari COD confirm garna saknu hunxa.
RAG,Hamro platform debit card support garxau.,debit card ko maddat le payment garna milcha?,Tapai debit card ko maddat le payment garna saknu hunxa.
RAG,Hamro COD option cash payment ko lagi available chha.,cash payment ko lagi COD available chha?,Tapai ko delivery area ma COD available chha bhane cash payment garna saknu hunxa.
RAG,Hamro COD service cash payment support garxau.,COD ma cash tirna milcha?,Tapai COD select gareko chha bhane cash tirna milcha.
RAG,"Hami esewa, khalti ra aru wallets accept garxau.",online wallet ko lagi kun kun option huncha?,"Tapai esewa, khalti ya aru wallet bata online payment garna saknu hunxa."
RAG,Hamro COD service cash ko through payment ko lagi support garxau.,COD option ko lagi cash dinu parcha?,Tapai le COD ko lagi cash tirna saknu hunxa.
RAG,Hamro system credit card support garxau.,credit card bata payment garna milcha?,Tapai le credit card bata sajilo tarikale payment garna saknu hunxa.
RAG,Hamro system mobile banking le payment ko lagi support garxau.,mobile banking le paisa transfer garna milcha?,Tapai mobile banking le paisa transfer garna saknu hunxa.
RAG,Hami khalti wallet bata online payment accept garxau.,khalti wallet le online payment huncha?,Tapai khalti wallet bata online payment garna saknu hunxa.
RAG,Hamro COD service ma cash ko through payment confirm garna milcha.,COD ma cash ma payment confirm huncha?,Tapai COD ma cash ko through payment confirm garna saknu hunxa.
RAG,Hamro platform esewa ra khalti jasta wallet accept garxau.,wallet le online pay garna milcha?,Tapai wallet bata online pay garna saknu hunxa.
RAG,Hami mobile banking ko lagi payment support garxau.,mobile banking ko maddat le payment huncha?,Tapai mobile banking ko maddat le payment garna saknu hunxa.
RAG,Hamro platform esewa payment ko lagi available chha.,esewa use garera paisa tirna milcha?,Tapai esewa bata sajilo tarikale paisa tirna saknu hunxa.
RAG,Hamro COD service ma cash payment available chha.,COD ma cash le pay garna milcha?,Tapai le COD ma cash le pay garna saknu hunxa.
RAG,Hamro system esewa ra khalti jasta online wallets accept garxau.,online wallet le payment huncha?,Tapai online wallet bata payment garna saknu hunxa.
RAG,Hamro COD option location-wise available huncha.,COD option kasari check garne?,Tapai le website ma afno location check garera COD confirm garna saknu hunxa.
RAG,Hamro ma delivery all over Nepal hunxa. Inside Kathmandu free delivery hunxa ra outside Kathmandu Rs. 100 delivery charge laagxa. Delivery 3 din vitra hunxa.,online delivery hunxa?,Hamro ma delivery all over Nepal hunxa. Free delivery inside Kathmandu ra outside Kathmandu Rs. 100 delivery charge laagxa.
RAG,Hamro ma delivery all over Nepal available xa. City vitra free delivery hunxa ra city bahira Rs. 150 laagxa. Delivery 2-4 din vitra garincha.,delivery service xa?,"Ho, delivery service available xa. City vitra free delivery hunxa, city bahira Rs. 150 laagxa."
RAG,Hamro ma standard delivery service available xa. Hamro delivery all over Nepal hunxa. Fast delivery option pauna saknu hunxa extra charge ma.,kasto prakar ko delivery hunxa?,Hamro ma standard ra fast delivery service available hunxa. Fast delivery ma extra charge laagxa.
RAG,Hamro delivery service ma standard delivery hunxa ra express delivery service extra charge ma available hunxa. Hamro delivery all over Nepal hunxa.,delivery option haru k k hunxa?,Hamro ma standard delivery ra express delivery option available hunxa.
RAG,Hamro ma free delivery inside Pokhara available xa. Pokhara bahira Rs. 200 delivery charge laagxa. Delivery within 3-5 din vitra garincha.,free delivery xa?,Free delivery Pokhara vitra available xa. Pokhara bahira Rs. 200 delivery charge laagxa.
RAG,Hamro ma delivery all over Nepal hunxa. City vitra free delivery hunxa ra city bahira Rs. 150 delivery charge laagxa. Delivery samanya 3-5 din vitra hunxa.,delivery all over Nepal hunxa?,"Ho, hamro ma delivery all over Nepal hunxa. City vitra free delivery hunxa ra bahira Rs. 150 charge laagxa."
RAG,Hamro ma fast delivery option available xa. Fast delivery ko lagi additional Rs. 200 laagxa. Hamro delivery all over Nepal hunxa.,fast delivery option available xa?,"Ho, fast delivery option available xa. Extra Rs. 200 laagxa fast delivery ko lagi."
RAG,Hamro ma free delivery Kathmandu ra Bhaktapur ma special offer ko time ma hunxa. Free delivery Kathmandu ra Bhaktapur vitra matra applicable hunxa.,free delivery kati bela hunxa?,Free delivery Kathmandu ra Bhaktapur ma special offer ko samay ma hunxa.
RAG,Delivery time location anusar farak hunxa. City vitra 2 din ma delivery hunxa ra city bahira 3-5 din lagxa.,delivery time kasto hunxa?,City vitra 2 din ma delivery hunxa ra city bahira 3-5 din lagxa.
RAG,Hamro ma Kathmandu valley bahira pani delivery hunxa. Delivery charge location anusar Rs. 100-300 lagna sakxa.,outside valley delivery hunxa?,"Ho, Kathmandu valley bahira pani delivery hunxa. Delivery charge location anusar farak parxa."
RAG,Hamro delivery time city vitra 2-3 din lagxa ra city bahira 4-5 din lagxa. Samaya weather ra traffic condition ma pani depend hunxa.,delivery time kati din lagxa?,Delivery time city vitra 2-3 din ra city bahira 4-5 din lagxa.
RAG,Hamro ma express delivery option available xa. Express delivery ma samma 1 din vitra delivery hunxa. Extra Rs. 250 lagxa.,express delivery hunxa?,"Ho, express delivery available xa. 1 din vitra delivery hunxa extra Rs. 250 charge ma."
RAG,"Hamro ma free shipping special occasion ma hunxa. Normally, Kathmandu vitra free delivery hunxa ra bahira Rs. 100 charge hunxa.",free shipping xa?,Special occasion ma free shipping hunxa. Kathmandu vitra normally free delivery hunxa.
RAG,Hamro ma abhile international delivery available chaina. Hamro delivery all over Nepal matra limited xa.,international delivery xa?,Abhile international delivery available chaina. Delivery all over Nepal matra xa.
RAG,Hamro ma Kathmandu vitra Rs. 1000 bhanda mathi ko order ma free delivery hunxa. Kathmandu bahira delivery charge Rs. 200 laagxa.,delivery free hunxa?,Kathmandu vitra Rs. 1000 bhanda mathi ko order ma free delivery hunxa.
RAG,Hamro ma home delivery available hunxa. Delivery all over Nepal ma garincha. City vitra free hunxa ra bahira Rs. 150 laagxa.,home delivery hunxa?,"Ho, home delivery available hunxa. City vitra free ra city bahira Rs. 150 laagxa."
RAG,Hamro delivery location all over Nepal xa. City vitra free delivery hunxa ra city bahira additional charge lagxa.,delivery location k k hunxa?,Delivery location all over Nepal xa. City vitra free delivery hunxa.
RAG,"Ho, weekend ma pani delivery garincha. Hamro delivery service Sunday dekhi Saturday samma active xa.",weekend ma pani delivery hunxa?,"Ho, weekend ma pani delivery garincha."
RAG,Hamro ma cash on delivery (COD) option available xa. Delivery ko time ma paisa tirna saknu hunxa.,COD available xa?,"Ho, cash on delivery (COD) option available xa."
RAG,"Kathmandu vitra free delivery ko lagi minimum order Rs. 500 hunuparcha. Kathmandu bahira order ko lagi limit chaina, tara delivery charge lagxa.",minimum order amount cha delivery ko lagi?,Kathmandu vitra free delivery ko lagi minimum order Rs. 500 cha.
RAG,Hamro ma delivery all over Nepal hunxa. Inside Kathmandu free delivery hunxa ra outside Kathmandu Rs. 100 laagxa. Delivery within 2-3 days lagxa.,online delivery hunxa?,Hamro ma delivery all over Nepal hunxa. Inside Kathmandu free delivery xa ra outside Kathmandu Rs. 100 laagxa.
RAG,Hamro delivery service all over Nepal hunxa. Inside Pokhara free delivery hunxa ra outside Pokhara Rs. 150 delivery charge laagxa. Delivery 3-5 din lagxa.,delivery service xa?,"Ho, hamro delivery service available xa all over Nepal. Inside Pokhara free delivery hunxa ra outside Rs. 150 laagxa."
RAG,Hamro ma standard delivery service hunxa. Delivery all over Nepal available xa. City vitra free delivery hunxa ra bahira Rs. 120 laagxa.,kasto prakar ko delivery hunxa?,Hamro ma standard delivery service hunxa. City vitra free xa ra bahira Rs. 120 laagxa.
RAG,Hamro delivery city vitra 2-3 din ma hunxa ra city bahira 4-5 din lagxa. Delivery timing weather ra traffic condition ma depend hunxa.,delivery time kati lagxa?,Hamro delivery city vitra 2-3 din lagxa ra city bahira 4-5 din lagxa.
RAG,Hamro delivery service all over Nepal available xa. Kathmandu vitra free delivery hunxa ra bahira Rs. 150 laagxa.,delivery service available xa?,"Ho, hamro delivery service available xa. Kathmandu vitra free xa ra bahira Rs. 150 laagxa."
RAG,Hamro ma Kathmandu vitra free delivery xa. Outside Kathmandu delivery ko lagi Rs. 100 charge hunxa.,free delivery hunxa?,"Ho, Kathmandu vitra free delivery hunxa. Outside Kathmandu Rs. 100 charge laagxa."
RAG,Hamro ma express delivery option available xa. Extra Rs. 250 charge hunxa ra delivery 1 din vitra garincha.,express delivery available xa?,"Ho, express delivery available xa. Extra Rs. 250 charge hunxa."
RAG,Hamro ma delivery all over Nepal hunxa. Delivery charge city vitra free xa ra bahira Rs. 200 laagxa. Delivery 2-4 din vitra garincha.,delivery Nepal ma hunxa?,"Ho, hamro delivery all over Nepal hunxa. City vitra free delivery xa ra bahira Rs. 200 laagxa."
RAG,Hamro ma fast delivery option available xa. Fast delivery ko lagi Rs. 300 charge hunxa ra delivery 1-2 din vitra hunxa.,fast delivery hunxa?,"Ho, fast delivery option available xa. Rs. 300 charge hunxa ra 1-2 din vitra delivery hunxa."
RAG,Delivery charge city vitra free hunxa. City bahira Rs. 150 charge hunxa. Delivery all over Nepal available xa.,delivery charge kati lagxa?,City vitra delivery free hunxa. City bahira Rs. 150 charge hunxa.
RAG,Hamro ma home delivery all over Nepal hunxa. City vitra free delivery hunxa ra city bahira Rs. 120 delivery charge laagxa. Delivery 2-3 din vitra garincha.,home delivery available xa?,"Ho, hamro ma home delivery available xa all over Nepal. City vitra free xa ra city bahira Rs. 120 laagxa."
RAG,Hamro ma city vitra free delivery xa. City bahira delivery ko lagi Rs. 150 charge laagxa. Delivery 3-5 din vitra garincha.,delivery charge kati hunxa?,City vitra delivery free xa ra city bahira Rs. 150 charge laagxa.
RAG,Hamro ma Kathmandu vitra free delivery hunxa. Kathmandu bahira delivery ko lagi Rs. 100 charge laagxa. Delivery 2-4 din vitra garincha.,delivery Kathmandu ma hunxa?,"Ho, Kathmandu vitra free delivery hunxa ra bahira Rs. 100 charge laagxa."
RAG,Hamro delivery option ma standard delivery ra express delivery available hunxa. Express delivery ko lagi extra charge hunxa.,delivery option haru k k hunxa?,Hamro delivery option ma standard ra express delivery available hunxa.
RAG,Hamro delivery service all over Nepal hunxa. City vitra free delivery hunxa ra city bahira additional charge laagxa.,delivery kaha kaha hunxa?,Hamro delivery all over Nepal hunxa. City vitra free xa ra bahira charge laagxa.
RAG,Hamro delivery city vitra 2 din vitra garincha. City bahira delivery 4-5 din vitra complete hunxa.,delivery kati time lagxa?,City vitra delivery 2 din lagxa ra city bahira 4-5 din lagxa.
RAG,Hamro delivery service Kathmandu valley bahira pani hunxa. Valley bahira delivery ko lagi Rs. 200 charge laagxa ra delivery 3-5 din vitra hunxa.,delivery Kathmandu valley bahira hunxa?,"Ho, Kathmandu valley bahira delivery hunxa. Rs. 200 charge laagxa ra 3-5 din lagxa."
RAG,"Hamro ma minimum order Rs. 500 hunuparcha free delivery ko lagi. Otherwise, Rs. 100 delivery charge laagxa.",minimum order amount delivery ko lagi kati hunuparcha?,Free delivery ko lagi minimum order Rs. 500 hunuparcha.
RAG,Hamro delivery service reliable xa ra all over Nepal hunxa. Free delivery city vitra hunxa ra bahira Rs. 150 laagxa.,delivery service kasto hunxa?,Hamro delivery service reliable xa ra city vitra free delivery hunxa.
RAG,Same day delivery option abhile available chaina. Delivery samanya 2-3 din vitra hunxa city vitra.,delivery same day ma hunxa?,Same day delivery abhile available chaina. Delivery 2-3 din lagxa.
RAG,Hamro free delivery option Kathmandu vitra matra available xa. Kathmandu bahira delivery ko lagi Rs. 100 charge laagxa.,free delivery option xa?,Kathmandu vitra free delivery available xa ra bahira Rs. 100 charge laagxa.
RAG,Hamro ma express delivery option available xa. Express delivery 1 din vitra complete hunxa ra extra Rs. 250 charge hunxa.,express delivery option xa?,"Ho, express delivery option available xa. Extra Rs. 250 charge hunxa."
RAG,Hamro ma international delivery abhile available chaina. Delivery all over Nepal matra hunxa.,international delivery hunxa?,International delivery abhile available chaina. Delivery all over Nepal matra hunxa.
